Winter,Date,Canton,Community,Starting zone,url,Elevation (m),Aspect,Activity,"Victims (caught, buried)",Danger- level
1997/98,20-Jan-98,GR,Samedan,Margunin / Alp Muntatsch,http://map.geo.admin.ch/?Y=784730&X=157670&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2435,SE,1,"1 (1, 1)",3
1997/98,4-Jan-98,UR,Andermatt,Geissgrat - Gemsplangge / Gemsstock,http://map.geo.admin.ch/?Y=690250&X=163550&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,N,2,"1 (2, 1)",3
1997/98,29-Dec-97,VS,Bagnes,Tête de la Payanne / Bruson,http://map.geo.admin.ch/?Y=581500&X=98085&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2435,NE,1,"1 (2, 2)",3
1997/98,21-Dec-97,UR,Andermatt,Gemsstock,http://map.geo.admin.ch/?Y=689950&X=161950&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2940,NW,3,"1 (2, 1)",4
1997/98,19-Dec-97,GR,St Moritz,Camanna Suvretta / Piz Nair,http://map.geo.admin.ch/?Y=779150&X=152850&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2560,SW,2,"1 (2, 1)",3
1997/98,26-Oct-97,BE,Kandersteg,Doldenhornsattel / Doldenhorn,http://map.geo.admin.ch/?Y=622300&X=146540&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3420,N,1,"2 (2, 1)",
1996/97,21-Jul-97,UR,Realp,Tiefengletscher / Galenstock,http://map.geo.admin.ch/?Y=675000&X=162600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3540,E,1,"3 (3, 2)",
1996/97,4-May-97,GR,Pontresina,Piz Boval,http://map.geo.admin.ch/?Y=789450&X=143440&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3220,E,1,"1 (1, 0)",
1996/97,28-Feb-97,BE,Innertkirchen,Steintälli / Jochpass / Engstlenalp,http://map.geo.admin.ch/?Y=672520&X=180385&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,NNW,2,"3 (6, 4)",
1996/97,23-Feb-97,NW,Wolfenschiessen,Haldigrat / Chäserstad,http://map.geo.admin.ch/?Y=676330&X=195310&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1870,NE,1,"1 (1, 1)",
1996/97,23-Feb-97,VS,Hérémence,Greppon Blanc,http://map.geo.admin.ch/?Y=595090&X=109960&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,E,1,"1 (1, 1)",
1996/97,21-Feb-97,BE,Lenk,Wildstrubel / Schneehorn,http://map.geo.admin.ch/?Y=608760&X=137560&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3100,SW,1,"2 (2, 2)",
1996/97,21-Feb-97,GR,Klosters Serneus,Gotschnagrat / Gotschnawang,http://map.geo.admin.ch/?Y=784160&X=192220&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2180,NE,2,"1 (2, 1)",
1996/97,16-Feb-97,GR,Tavetsch Tujetsch,Oberalppass / Pazolastock,http://map.geo.admin.ch/?Y=694200&X=167380&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2320,NE,1,"1 (3, 1)",
1996/97,16-Feb-97,VS,Nendaz,Cleuson,http://map.geo.admin.ch/?Y=591330&X=106470&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2240,W,1,"1 (2, 2)",
1996/97,16-Feb-97,VD,Rougemont,La Videmanette,http://map.geo.admin.ch/?Y=581800&X=144920&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2130,NW,2,"1 (2, 1)",
1996/97,16-Feb-97,VS,Hérémence,Greppon Blanc,http://map.geo.admin.ch/?Y=593520&X=110200&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2680,E,2,"1 (2, 2)",
1996/97,16-Feb-97,VS,Nendaz,Le Métailler / Plan di Arjes,http://map.geo.admin.ch/?Y=591270&X=108160&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2150,NW,1,"1 (1, 0)",
1996/97,16-Feb-97,VS,Orsières,Champex / La Breya / Couloir de Planzin,http://map.geo.admin.ch/?Y=574110&X=96810&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2120,NNE,2,"1 (1, 1)",
1996/97,15-Feb-97,GR,Davos,Parsenn / Stützalp,http://map.geo.admin.ch/?Y=783080&X=190820&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2020,NNE,2,"1 (1, 0)",
1996/97,11-Jan-97,VS,Hérémence,Mont Blanc de Cheilon,http://map.geo.admin.ch/?Y=598240&X=93380&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3800,NW,1,"2 (2, 0)",
1996/97,4-Jan-97,GR,Disentis,Piz Gendusas,http://map.geo.admin.ch/?Y=702800&X=174730&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2650,ESE,2,"1 (5, 5)",
1996/97,2-Jan-97,VS,Orsières,Champex / Piste ìRougeî de l `Arpette,http://map.geo.admin.ch/?Y=572425&X=95775&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2560,NNW,3,"1 (2, 1)",
1996/97,31-Dec-96,GR,Zernez,Munt da Brail / Val Paistel / Brail,http://map.geo.admin.ch/?Y=797300&X=171450&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2480,ESE,1,"1 (1, 1)",
1995/96,8-Apr-96,GR,Tschierv,Ofenpass / Piz Daint,http://map.geo.admin.ch/?Y=818155&X=167250&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2760,NNW,1,"1 (1, 1)",
1995/96,29-Feb-96,VS,Zermatt,Strahlchnubel,http://map.geo.admin.ch/?Y=633500&X=95280&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3300,SW,1,"2 (3, 2)",
1995/96,23-Feb-96,OW,Engelberg,Titlis / Laubersgrat,http://map.geo.admin.ch/?Y=674340&X=182740&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2100,NW,2,"1 (1, 1)",
1995/96,21-Feb-96,VS,Evolène,Monts Rouges / Arolla,http://map.geo.admin.ch/?Y=599630&X=96640&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3000,SE,1,"2 (3, 2)",
1995/96,19-Feb-96,GR,Davos,Parsenngebiet / Salezer Tobel,http://map.geo.admin.ch/?Y=782600&X=188740&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2170,E,2,"1 (1, 1)",
1995/96,19-Feb-96,VS,Oberwald,Hungerberg,http://map.geo.admin.ch/?Y=671800&X=154770&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,W,2,"1 (2, 0)",
1995/96,19-Feb-96,GR,Klosters Serneus,Drostobel,http://map.geo.admin.ch/?Y=782960&X=193160&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2020,E,2,"1 (1, 1)",
1995/96,18-Feb-96,GR,Samnaun,Alp Trida / Greitspitz,http://map.geo.admin.ch/?Y=820490&X=206020&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2760,SE,2,"1 (1, 1)",
1995/96,18-Feb-96,VS,Nendaz,Val de Nendaz / La Meina,http://map.geo.admin.ch/?Y=592225&X=111825&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2160,N,2,"1 (1, 0)",
1995/96,15-Feb-96,OW,Alpnach,Pilatus / Matthorn / Ruessiflue,http://map.geo.admin.ch/?Y=661640&X=202180&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1860,NW,1,"1 (4, 3)",
1995/96,14-Feb-96,VD,Château d'Oex,La Lécherette,http://map.geo.admin.ch/?Y=575300&X=141010&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1580,NNW,2,"1 (2, 1)",
1995/96,14-Jan-96,GR,Hinterrhein,Chilchalphorn,http://map.geo.admin.ch/?Y=731720&X=155110&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2960,E,1,"1 (4, 2)",
2015/16,5-Mar-16,GR,Safiental,Höllgraben,http://map.geo.admin.ch/?Y=742770&X=163910&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2660,SW,1,"2 (2, 2)",3
2015/16,27-Feb-16,SZ,Muotathal,Blüemberg,http://map.geo.admin.ch/?Y=698010&X=200370&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1600,N,1,"1 (1, 1)",3
2015/16,21-Feb-16,VS,Saas-Almagell,"Allalin, Hohlaubgletscher",http://map.geo.admin.ch/?Y=638250&X=100550&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,E,2,"1 (6, 1)",2
2015/16,30-Jan-16,GR,Davos,Büelenhorn,http://map.geo.admin.ch/?Y=778000&X=171800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2760,NE,1,"1 (3, 1)",3
2015/16,24-Jan-16,BE,Äschi bei Spiez,Latrejespitz - Dreispitz,http://map.geo.admin.ch/?Y=625270&X=160610&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2350,NW,1,"1 (3, 1)",2
2015/16,16-Jan-16,VS,Saxon,Combe de Saxon,http://map.geo.admin.ch/?Y=582650&X=108315&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,N,2,"2 (4, 1)",3
2015/16,9-Jan-16,VS,Ried-Brig,Bodmertälli - Mäderhorn,http://map.geo.admin.ch/?Y=647980&X=123600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2565,NW,1,"2 (3, 3)",3
2015/16,24-Oct-15,GR,Poschiavo,Piz Palü,http://map.geo.admin.ch/?Y=794490&X=139420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3832,SE,1,"1 (1, 0)",
